imdb_id,youtube_id,genres,title,duration
tt0106849,1sxtMExDIVQ,"['Comedy', 'Thriller']",Extralarge: Ninja Shadow (TV Movie 1993),140.0
tt0106873,gLYus-Z2I9s,"['Comedy', 'Crime', 'Thriller']",Fatal Instinct (1993),141.1
tt0106877,UkaKSRWdPJM,"['Adventure', 'Comedy', 'Drama']",Father Hood (1993),85.2
tt0106881,Tm5jBa4LzxQ,"['Drama', 'Thriller']",Fearless (1993),119.9
tt0106906,zFkqhjBxA6Q,"['Action', 'Sci-Fi']",Final Mission (Video 1994),28.6
tt0106913,0cFgnxW9EQE,"['Action', 'Adventure', 'Drama']",Fire on the Amazon (1993),193.5
tt0106915,fqW51ChAMiM,"['Action', 'Crime', 'Sci-Fi']",Firepower (1993),110.4
tt0106918,Auxb3l4Y8j0,"['Drama', 'Mystery', 'Thriller']",The Firm (1993),156.5
tt0106925,iIy6XTdBLzI,"['Action', 'Crime', 'Thriller']",Flashfire (1994),87.8
tt0106926,1SbacB2W1l8,"['Drama', 'Mystery', 'Romance']",Flesh and Bone (1993),108.0
tt0106934,Au_UlFto2Mc,"['Drama', 'Music']",Fly by Night (1992),99.7
tt0106950,3U6oLx3xy8s,"['Action', 'Crime', 'Sci-Fi', 'Thriller']",Fortress (1992),123.7
tt0106966,neQX3mpG1j8,"['Comedy', 'Drama', 'Romance']",Strawberry and Chocolate (1993),90.3
tt0106977,e6rHvHfrGDw,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",The Fugitive (1993),117.7
tt0106980,WvVorV0v7sc,"['Crime', 'Horror', 'Sci-Fi']",Full Eclipse (TV Movie 1993),126.0
tt0106989,kzFVc4YdTxI,"['Biography', 'Drama', 'Sport']","Gatica, el mono (1993)",143.4
tt0107004,3exHtIOscGo,"['Drama', 'History', 'Western']",Geronimo: An American Legend (1993),152.4
tt0107034,pP4P-VgcM4s,"['Drama', 'Thriller']",The Good Son (1993),136.1
tt0107048,78DQZy4l-5A,"['Comedy', 'Fantasy', 'Romance']",Groundhog Day (1993),102.5
tt0107050,2A-SOVQvPyg,"['Comedy', 'Drama', 'Romance']",Grumpy Old Men (1993),137.8
tt0107057,ookd-Dgs8PU,"['Crime', 'Drama', 'Thriller']",Guilty as Sin (1993),30.3
tt0107061,ZImWfSmESs0,"['Animation', 'Action', 'Crime', 'Drama', 'Sci-Fi', 'Thriller']",Gunnm (Video 1993),75.0
tt0107065,PSiONCpcfkk,"['Biography', 'Comedy', 'Drama', 'Musical']",Gypsy (TV Movie 1993),87.8
tt0107070,pssOzzWIkO8,"['Drama', 'Sci-Fi']",Halbe Welt (1995),65.2
tt0107076,8CS7SJMoaCU,"['Action', 'Adventure', 'Drama', 'Thriller']",Hard Target (1993),112.1
tt0107079,WxzXLSjujSw,"['Crime', 'Drama', 'Thriller']",Sugar Hill (1993),30.2
tt0107080,QZMva-EyuQw,['Comedy'],Harmony Cats (1992),103.0
tt0107084,S4lo9zmNCJI,"['Crime', 'Thriller']",The Harvest (1992),117.9
tt0107088,XS1rFfPTq-g,"['Drama', 'Thriller']",The Hawk (1993),102.5
tt0107096,WpjxuJV6FfY,"['Action', 'Biography', 'Drama', 'History', 'War']",Heaven & Earth (1993),185.8
tt0107101,wMLHDUl1Yxw,"['Action', 'Fantasy', 'Horror', 'Thriller']",Hellbound (1994),116.6
tt0107107,OByAzxrCNt4,"['Comedy', 'Crime', 'Horror', 'Mystery', 'Thriller']",Hexed (1993),94.0
tt0107120,Oryofd_T-ng,"['Comedy', 'Family', 'Fantasy']",Hocus Pocus (1993),30.6
tt0107131,xAH5q1VRdzU,"['Adventure', 'Comedy', 'Drama', 'Family']",Homeward Bound: The Incredible Journey (1993),33.0
tt0107144,E7HtPMW2tzc,"['Action', 'Comedy']",Hot Shots! Part Deux (1993),127.4
tt0107148,P0IhlF0yTGQ,['Drama'],House of Cards (1993),111.5
tt0107159,B8HFN2H73EU,"['Comedy', 'Romance']","All's Well, Ends Well Too (1993)",82.8
tt0107165,umPfovwHNro,"['Comedy', 'Drama']",Golden Balls (1993),60.1
tt0107175,_h2LqozNgjg,"['Comedy', 'Drama', 'Fantasy', 'Romance']","Oh, Woe Is Me (1993)",109.0
tt0107179,vEA_cVbJwU8,"['Drama', 'Thriller']",A Man in Uniform (1993),106.9
tt0107205,f6i_Cxv5qNo,"['Action', 'Drama']",In the Line of Duty: Ambush in Waco (TV Movie 1993),108.3
tt0107206,YZ_AptkMZIA,"['Action', 'Crime', 'Drama', 'Thriller']",In the Line of Fire (1993),145.7
tt0107207,b1VcwIncgYs,"['Biography', 'Drama']",In the Name of the Father (1993),118.2
tt0107209,8-kAhp0pruM,"['Drama', 'Fantasy', 'Romance']","Faraway, So Close! (1993)",126.1
tt0107214,Q68kk560AtI,"['Comedy', 'Drama']",India (1993),89.8
tt0107220,Y4iaMuTfIlg,['Comedy'],Inside Monkey Zetterland (1992),88.8
tt0107222,x9Y3uIW3_gk,"['Action', 'Adventure', 'Thriller']",Intent to Kill (Video 1992),119.4
tt0107247,vH6p2cgDbck,"['Comedy', 'Drama']",Jack the Bear (1993),130.0
tt0107254,md5hen1f5d0,"['Fantasy', 'Horror', 'Thriller']",Jason Goes to Hell: The Final Friday (1993),64.0
tt0107277,eNvZZz2jPEo,"['Adventure', 'Comedy', 'Drama']",Josh and S.A.M. (1993),101.1
tt0107286,G5p7wq2PcJM,"['Action', 'Crime', 'Drama', 'Thriller']",Judgment Night (1993),118.5
tt0107290,nFMqT3f-3XU,"['Adventure', 'Sci-Fi', 'Thriller']",Jurassic Park (1993),122.7
tt0107292,I53kQd9edz8,['Comedy'],Just One of the Girls (Video 1993),123.5
tt0107305,LtPNqLtR4BI,['Documentary'],Kanehsatake: 270 Years of Resistance (1993),170.2
tt0107315,dK9qQ9w_Gww,['Comedy'],Kika (1993),173.8
tt0107316,YS_rXZJuTkE,"['Action', 'War']",Kill Zone (1993),95.7
tt0107370,n9f6HaZ6NMQ,"['Action', 'Drama', 'Thriller']",Last Light (TV Movie 1993),167.6
tt0107388,YJFWpqMw5wQ,"['Comedy', 'Drama']",It's Better to Be Wealthy and Healthy Than Poor and Ill (1992),171.1
tt0107392,LIUFb3voj-A,"['Action', 'Drama']",Lethal Ninja (1992),69.1
tt0107413,niJhC06sv1g,"['Comedy', 'Family']",Life with Mikey (1993),108.8
tt0107426,aAMnjj6oU6s,['Drama'],Little Buddha (1993),116.7
tt0107447,_1cjHboN8Mw,"['Drama', 'Comedy']",Love & Human Remains (1993),126.6
tt0107449,M25_PsoWpyg,['Drama'],Love Matters (TV Movie 1993),91.8
tt0107464,smIcDoNkFhU,['Drama'],Lush Life (TV Movie 1993),100.9
tt0107472,91607Aqn-mo,"['Documentary', 'Biography', 'History']","The Wonderful, Horrible Life of Leni Riefenstahl (1993)",49.5
tt0107473,J99GjHJTazY,"['Comedy', 'Crime', 'Drama', 'Romance']",Mad Dog and Glory (1993),131.8
tt0107478,dPPN93A3RRs,['Comedy'],Made in America (1993),117.1
tt0107482,lEz90hfarU8,"['Action', 'Comedy', 'Family']",Magic Kid (Video 1993),114.0
tt0107497,OzpqLRb2lfs,"['Crime', 'Mystery', 'Thriller']",Malice (1993),156.5
tt0107501,60LBjN2uH6s,['Drama'],The Man Without a Face (1993),63.0
tt0107504,yqIvO3ETJuI,"['Comedy', 'Horror', 'Sci-Fi', 'Thriller']",Man's Best Friend (1993),155.0
tt0107505,6G5HU9luoCs,"['Action', 'Sci-Fi']",Mandroid (1993),110.5
tt0107507,MZAXZ24bAS8,"['Comedy', 'Mystery']",Manhattan Murder Mystery (1993),104.7
tt0107525,zVLKb3C1Tbs,"['Action', 'Crime', 'Drama']",Martial Outlaw (Video 1993),78.8
tt0107531,8DcAKyq5ikI,"['Adventure', 'Family', 'Fantasy']",Matusalem (1993),31.9
tt0107554,CD2pjnGy8Fk,"['Crime', 'Drama', 'Thriller']",Menace II Society (1993),107.0
tt0107561,NkbGDpe3_lA,"['Horror', 'Sci-Fi', 'Thriller']",Metamorphosis: The Alien Factor (1990),97.0
tt0107563,hITXQ62hud0,"['Action', 'Comedy', 'Fantasy', 'Sci-Fi']",The Meteor Man (1993),67.4
tt0107570,8DYJtEwIy_I,['Thriller'],Midnight Edition (1993),91.2
tt0107597,UgMRiXCdd8g,"['Action', 'Sci-Fi']",Monolith (1993),124.6
tt0107605,iVRuoJ_jwY8,['Drama'],Mother of the Bride (TV Movie 1993),34.1
tt0107611,oc7XozMbR9A,"['Drama', 'Romance']",Mr. Jones (1993),128.8
tt0107612,6L7CTLheaNc,"['Action', 'Comedy', 'Family']",Mr. Nanny (1993),132.5
tt0107614,N3bgipCebuI,"['Comedy', 'Drama', 'Family']",Mrs. Doubtfire (1993),143.4
tt0107617,1onAxSm4zVE,"['Drama', 'Music', 'Romance']",The Scent of Green Papaya (1993),95.8
tt0107623,6m-eTBNqKsQ,['Drama'],The Music of Chance (1993),115.9
tt0107625,C6D-sEV0u2k,['Comedy'],Mother's Day (1994),117.2
tt0107630,uFMQKA9iGK4,['Drama'],My Life (1993),178.4
tt0107653,ttq8JHdujCg,"['Comedy', 'Drama']",Naked (1993),85.4
tt0107659,Xtz0Zw0eSkA,"['Action', 'Comedy', 'Crime']",Loaded Weapon 1 (1993),139.8
tt0107665,zJLzkvtlWbg,"['Crime', 'Drama', 'Fantasy', 'Horror', 'Thriller']",Needful Things (1993),67.8
tt0107668,bKzaX24LYs8,"['Action', 'Sci-Fi', 'Thriller']",Nemesis (1992),145.5
tt0107683,UPa_caxM69k,"['Mystery', 'Thriller']",Night Train to Venice (1993),124.5
tt0107685,FVc9XR-jpr4,"['Comedy', 'Romance']",The Night We Never Met (1993),112.9
tt0107688,PK0xIcWlz9Q,"['Animation', 'Family', 'Fantasy', 'Musical']",The Nightmare Before Christmas (1993),143.6
tt0107692,9O6_N4mQBos,"['Animation', 'Action', 'Adventure', 'Fantasy', 'Thriller']",Ninja Scroll (1993),154.2
tt0107711,5Zy5JXQUvUM,"['Action', 'Drama', 'Romance', 'Thriller']",Nowhere to Run (1993),131.9
tt0107715,r4M1JjYlhVA,"['Family', 'Sci-Fi']",Nukie (1987),91.4
tt0107719,7PZCAbeShow,"['Family', 'Fantasy', 'Music']",The Nutcracker (1993),69.9
tt0107750,W-C03hEmqO8,"['Action', 'Drama']",Only the Strong (1993),131.8
tt0107756,gUmTvO9KHHU,"['Biography', 'Drama', 'Fantasy', 'Romance']",Orlando (1992),86.5
tt0107779,XQq42MeNKMg,"['Comedy', 'Drama']","Paris, France (1993)",88.4
tt0107805,fXk2R1ElCXE,"['Drama', 'Mystery', 'Thriller']",Perdido por perdido (1993),149.7
tt0107808,_Qm-UhA3b4g,"['Crime', 'Drama', 'Thriller']",A Perfect World (1993),116.9
tt0107811,2VAH3mS65Uc,"['Crime', 'Drama', 'Mystery']",Perry Mason: The Case of the Killer Kiss (TV Movie 1993),148.8
tt0107818,cl4B9AU45P4,['Drama'],Philadelphia (1993),182.2
tt0107819,9NA3R7as_Ts,"['Action', 'Adventure', 'Sci-Fi']",Philadelphia Experiment II (1993),135.7
tt0107822,cyTn4XIYH8M,"['Drama', 'Music', 'Romance']",The Piano (1993),103.8
tt0107842,y6AzCTRV5rc,"['Action', 'Crime', 'Drama', 'Thriller']",Point of Impact (1993),99.7
tt0107843,GUXSN2ZOKw8,"['Action', 'Crime', 'Drama', 'Thriller']",Point of No Return (1993),115.7
tt0107863,qV2sjiU-qi0,['Western'],Posse (1993),127.1
tt0107870,oQowzNDi6WI,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']",Prehysteria! (1993),81.1
tt0107875,fJrYuqCvpuE,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical']",The Princess and the Goblin (1991),124.3
tt0107894,R67UYmIKgh0,"['Drama', 'Horror', 'Thriller']",Psycho Cop Returns (1993),157.5
tt0107930,QIZ5xAXo-Y0,['Comedy'],Reckless Kelly (1993),115.8
tt0107937,dhuKPFiZtjE,['Action'],Red Sun Rising (1994),157.3
tt0107943,1yMI7jPxxRg,"['Drama', 'Romance']",The Remains of the Day (1993),139.2
tt0107952,RRXBMYofwkI,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical', 'Romance']",Aladdin and the Return of Jafar (Video 1994),101.0
tt0107977,dX4Ik-cyp-I,"['Adventure', 'Comedy', 'Musical', 'Romance']",Robin Hood: Men in Tights (1993),92.4
tt0107983,XuPs8dWiXZw,"['Crime', 'Drama', 'Romance']",Romeo Is Bleeding (1993),30.4
tt0107987,QdZzjmQt_UE,['Drama'],Roosters (1993),119.3
tt0107999,VV1siu7FuXI,"['Mystery', 'Thriller']",Ruby Cairo (1992),57.1
tt0108026,mItykW7dy4g,['Drama'],The Saint of Fort Washington (1993),115.5
tt0108045,FTdaL5JLHDM,"['Mystery', 'Thriller']",Save Me (1994),102.5
tt0108048,oexjxvW0rSc,"['Crime', 'Drama']",Scam (TV Movie 1993),65.6
tt0108065,8khmNiamBxo,"['Biography', 'Drama']",Searching for Bobby Fischer (1993),146.4
tt0108071,1zeqqhA5Z3A,"['Drama', 'Family', 'Fantasy']",The Secret Garden (1993),116.7
tt0108093,85_a57uGZ1c,['Thriller'],"Sex, Love and Cold Hard Cash (TV Movie 1993)",53.6
tt0108100,5VqLgVOAcfA,"['Action', 'Drama', 'Horror', 'Thriller']",Shadowhunter (TV Movie 1993),138.3
tt0108122,RVTQKhZ-qPk,"['Comedy', 'Drama']",Short Cuts (1993),87.2
tt0108135,6mWYriGzKEs,"['Drama', 'Horror', 'Western']",Silent Tongue (1993),107.2
tt0108148,jj-MbKZliwo,"['Action', 'Crime', 'Drama']",Iron Monkey (1993),117.0
tt0108149,HLIyuYwbVnA,"['Comedy', 'Drama', 'Mystery']",Six Degrees of Separation (1993),97.1
tt0108154,_DdDUDNzb5s,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",Skeeter (1993),82.8
tt0108159,icfLagn6EPk,['Drama'],Skylark (TV Movie 1993),91.5
tt0108160,4J7gg1V0oak,"['Comedy', 'Drama', 'Romance']",Sleepless in Seattle (1993),151.1
tt0108162,5UNwxC-uPX0,"['Drama', 'Thriller']",Sliver (1993),149.5
tt0108169,_n3Aner-xUo,"['Mystery', 'Thriller']",Snapdragon (1993),115.5
tt0108171,zL1f78T3DI8,"['Action', 'Thriller', 'War']",Sniper (1993),98.2
tt0108174,O3TgDBN7wk4,"['Comedy', 'Romance']",So I Married an Axe Murderer (1993),145.6
tt0108185,obqtXIGpSiE,"['Drama', 'Mystery', 'Romance']",Sommersby (1993),116.8
tt0108186,8pnnGZUe14g,"['Comedy', 'Drama', 'Romance']",Son in Law (1993),103.3
tt0108187,lWmdU3_7lGE,"['Comedy', 'Crime']",Son of the Pink Panther (1993),66.5
tt0108223,WjXt-TgqXhs,"['Comedy', 'Horror']",Stepmonster (Video 1993),99.9
tt0108230,DK29GOWnZzA,"['Action', 'Drama']",Strapped (TV Movie 1993),124.9
tt0108238,doagfMS5fdA,"['Action', 'Crime', 'Mystery', 'Thriller']",Striking Distance (1993),146.3
tt0108258,UlLWmFpEouI,"['Action', 'Adventure', 'Comedy', 'Family', 'Sport']",Surf Ninjas (1993),127.9
tt0108277,87oTk73tOmo,"['Action', 'Sci-Fi']",TC 2000 (1993),111.6
tt0108306,O1gFxywynKw,"['Action', 'Drama']",Teenage Bonnie and Klepto Clyde (1993),130.3
tt0108308,w2dNvVdz3js,"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']",Teenage Mutant Ninja Turtles III (1993),110.0
tt0108311,gPVJR4F23oc,"['Drama', 'Thriller']",The Temp (1993),145.9
tt0108320,6e5POdDGOL4,"['Comedy', 'Drama']",There Goes My Baby (1994),84.6
tt0108327,8jQ9j5D_AhI,"['Comedy', 'Drama', 'Music', 'Romance']",The Thing Called Love (1993),88.0
tt0108330,P28qmkCrNSM,"['Biography', 'Drama']",This Boy's Life (1993),118.8
tt0108333,O6KCfmSKnD8,"['Action', 'Adventure', 'Comedy', 'Family', 'Romance']",The Three Musketeers (1993),175.9
tt0108334,SoDYx2SDBR8,"['Comedy', 'Romance']",Three of Hearts (1993),113.9
tt0108342,s_Xzu_Nfysc,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",Time Runner (1993),208.5
tt0108346,0kK2WOudfZE,['Action'],To Be the Best (Video 1993),118.1
tt0108347,G2RviL6_yys,['Drama'],To Dance with the White Dog (TV Movie 1993),108.6
tt0108348,d3RqnD5wv94,"['Drama', 'Horror', 'Romance', 'Thriller']",To Sleep with a Vampire (1993),77.7
tt0108357,TAh1fS7myCA,['Comedy'],Tom est tout seul (1995),179.0
tt0108358,XTWYKf5hXIg,"['Action', 'Biography', 'Drama', 'History', 'Western']",Tombstone (1993),155.4
tt0108360,vTGTLwpcTjM,"['Horror', 'Thriller']",Tomcat: Dangerous Desires (1993),109.4
tt0108399,GV1M6qf0Fts,"['Crime', 'Drama', 'Romance', 'Thriller']",True Romance (1993),126.4
tt0108420,sI3ZRLIah08,"['Crime', 'Drama', 'Romance', 'Thriller']",Two Small Bodies (1993),90.2
tt0108442,oCmQpdMmRp8,"['Comedy', 'Crime']",Undercover Blues (1993),213.7
tt0108448,2EHLtZ2G8DU,"['Crime', 'Drama', 'Mystery']",Unnatural Causes (TV Movie 1993),93.3
tt0108451,OrHKg87fUCc,"['Comedy', 'Drama', 'Romance']",Untamed Heart (1993),125.3
tt0108461,Qy5rL5rRbwI,"['Animation', 'Adventure', 'Fantasy', 'Horror', 'Romance']",Urotsukidoji: Legend of the Overfiend (Video 1989),44.1
tt0108473,cBg7gjX9xBM,"['Drama', 'Horror', 'Mystery', 'Thriller']",The Vanishing (1993),123.1
tt0108500,nT1XlVVzKB4,"['Comedy', 'Fantasy']",The Visitors (1993),106.8
tt0108517,5arLbaVo_og,"['Action', 'Fantasy', 'Horror', 'Thriller']",Warlock: The Armageddon (1993),112.0
tt0108526,SNJLtyV3IGM,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",We're Back! A Dinosaur's Story (1993),148.3
tt0108539,ZlCADShkhjk,"['Adventure', 'Comedy', 'Fantasy']",Weekend at Bernie's II (1993),123.6
tt0108550,X6sLIP3908w,['Drama'],What's Eating Gilbert Grape (1993),129.9
tt0108556,sRssFVb7p7A,"['Horror', 'Mystery', 'Thriller']",When a Stranger Calls Back (TV Movie 1993),54.1
tt0108557,UHxNZKsUpSY,['Drama'],Where the Rivers Flow North (1993),164.9
tt0108559,TmBMHB19bcE,"['Action', 'Adventure', 'Family']",White Wolves: A Cry in the Wild II (1993),119.7
tt0108588,TlrAdvGjtlc,"['Drama', 'Mystery', 'Thriller']",Woman of Desire (1994),86.5
tt0108596,R0jhpgMXZug,"['Drama', 'Romance']",Wrestling Ernest Hemingway (1993),122.9
tt0108597,KlFTd5aTmDc,"['Romance', 'Thriller']",The Wrong Man (1993),83.4
tt0108613,qvBpdwjsHhI,"['Action', 'Comedy', 'Drama', 'Fantasy']",The Sword Stained with Royal Blood (1993),64.5
tt0108650,GGKxR7Ckq0Y,"['Action', 'Adventure', 'Romance']",Moon Warriors (1992),212.7
tt0108656,lynSFscCw0w,"['Action', 'Crime', 'Drama']",Crime Story (1993),101.6
tt0108886,VlDztlHCAss,['Drama'],The Old Curiosity Shop (TV Movie 1995),100.1
tt0108906,pBJBTD3cPXQ,"['Comedy', 'Drama', 'Fantasy', 'Horror', 'Mystery']",The Kingdom (TV Series 1994–1997),89.3
tt0108915,TGNX-llSwxQ,"['Drama', 'Romance']",Scarlett (TV Mini,93.2
tt0108941,qsMp2pZK-Cw,"['Adventure', 'Drama', 'Fantasy', 'Horror', 'Sci-Fi']",The Stand (TV Mini,141.5
tt0109015,D2qG3hdbfPk,"['Family', 'Comedy', 'Action']",3 Ninjas Kick Back (1994),117.3
tt0109021,I2Sgit4QPlM,"['Biography', 'Drama', 'Sport', 'Western']",8 Seconds (1994),108.6
tt0109035,OPzjEsD0p5Y,"['Crime', 'Drama', 'Sport', 'Thriller']",Above the Rim (1994),142.3
tt0109040,_MQSTiPbKLA,['Comedy'],Ace Ventura: Pet Detective (1994),115.7
tt0109042,xcPQMnmTg6c,"['Comedy', 'Drama', 'Romance']",Across the Moon (1995),127.7
tt0109045,Jtz7jaBpSKk,"['Comedy', 'Music']","The Adventures of Priscilla, Queen of the Desert (1994)",157.3
tt0109049,5eggy0MYuDo,['Documentary'],Africa: The Serengeti (1994),99.7
tt0109068,FD9a_EVDk-s,"['Comedy', 'Crime', 'Music']",Airheads (1994),143.4
tt0109093,GLhu37ozFx8,"['Comedy', 'Crime', 'Drama', 'Thriller']",Amateur (1994),115.7
tt0109098,Luvqzik1Gls,"['Action', 'Sci-Fi']",American Cyborg: Steel Warrior (1993),108.3
tt0109106,MUbhoH4gNMQ,"['Crime', 'Drama']",Self Esteem (1994),35.5
tt0109116,c2pzzGh2Knw,"['Action', 'Comedy', 'Drama', 'Romance', 'Thriller']",Andaz (1994),67.7
tt0109129,RZnQUeyz4Tc,"['Comedy', 'Drama', 'Romance']",Angie (1994),93.2
tt0109161,0LXCajbSCXU,"['Drama', 'Thriller']",Assault at West Point: The Court,30.0
tt0109190,pzow5wUp7hY,"['Adventure', 'Comedy', 'Crime', 'Drama', 'Family']",Baby's Day Out (1994),158.2
tt0109195,JxdBv0Emg_k,"['Action', 'Crime', 'Drama', 'Thriller']",Back in Action (1993),109.7
tt0109198,7b69nY28Rkk,"['Action', 'Adventure', 'Romance', 'Western']",Bad Girls (1994),78.4
tt0109206,Vb8cRenDMOg,"['Biography', 'Crime', 'Drama']",Bandit Queen (1994),102.8
tt0109254,kUjD5uKWxcg,"['Action', 'Comedy', 'Crime', 'Thriller']",Beverly Hills Cop III (1994),107.8
tt0109255,Pi_z6YOeWcA,['Comedy'],Maybe... Maybe Not (1994),159.6
tt0109271,nX3-acHSK9M,"['Adventure', 'Family']",Bigfoot: The Unforgettable Encounter (1994),64.8
tt0109279,XUonjK2cldw,"['Adventure', 'Drama', 'Family', 'Romance']",Black Beauty (1994),79.3
tt0109297,azibdrz8l3c,"['Crime', 'Drama', 'Mystery', 'Thriller']",Blink (1993),155.8
tt0109303,lBV2BBawWlQ,"['Action', 'Crime', 'Drama', 'Thriller']",Blown Away (1994),89.2
tt0109305,3FC5zdcct9s,"['Drama', 'Sport']",Blue Chips (1994),141.6
tt0109306,rWsKYlPDbyk,"['Drama', 'Romance']",Blue Sky (1994),124.0
tt0109307,DEumw-eXW7w,"['Action', 'Crime', 'Thriller']",Blue Tiger (1994),119.8
tt0109312,KTlxNB4EVDs,"['Crime', 'Drama', 'Mystery', 'Thriller']",Boca (1994),73.3
tt0109314,cYK-Y10rTxA,"['Action', 'Crime', 'Drama']",Bolt (Video 1995),50.6
tt0109321,SifqB0zVjIE,"['Comedy', 'Family', 'Western']",Troublemakers (1994),63.5
tt0109336,DaV4ER2YAWo,['Thriller'],A Brilliant Disguise (1994),94.0
tt0109340,fSqvtspQonw,['Drama'],The Browning Version (1994),93.7
tt0109352,-6mgqT-t4AM,"['Comedy', 'Romance']",A Business Affair (1994),95.5
tt0109360,w7FCD6soFOE,"['Action', 'Thriller']",CIA II: Target Alexa (1993),113.6
tt0109361,ybNM8WvtbTs,"['Adventure', 'Comedy', 'Romance']",Cabin Boy (1994),82.0
tt0109370,ayOlQ9If_cA,['Comedy'],Canadian Bacon (1995),122.9
tt0109374,Z2LIMGsmuqU,"['Crime', 'Drama', 'Romance', 'Thriller']",Captives (1994),92.8
tt0109376,qm4Gfy-u_So,['Comedy'],"Car 54, Where Are You? (1994)",105.8
tt0109402,uYFO3XRIrSc,"['Action', 'Adventure', 'Comedy', 'Crime', 'Romance', 'Thriller']",The Chase (1994),138.8
tt0109403,ubV1jwg9Ce0,['Comedy'],Chasers (1994),115.7
tt0109415,d94lbKbNHuw,"['Horror', 'Thriller']",Children of the Corn III: Urban Harvest (1995),97.3
tt0109417,H561NjjQ8zA,"['Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']",China Moon (1994),83.7
tt0109421,-vfmGIdQ5l0,"['Drama', 'Romance']",Chloé (TV Movie 1996),211.9
tt0109424,ZkyRcGGeq8E,"['Comedy', 'Crime', 'Drama', 'Mystery', 'Romance']",Chungking Express (1994),89.2
tt0109437,iLMPyTTR4ZA,"['Comedy', 'Western']",The Cisco Kid (TV Movie 1994),101.0
tt0109439,LSfvuACPzHg,['Comedy'],City Slickers II: The Legend of Curly's Gold (1994),31.9
tt0109440,JLtyYPQBeFc,['Comedy'],Le Film de les Nuls (1994),118.6
tt0109442,x4CGLf04Z44,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",Class of 1999 II: The Substitute (1994),113.1
tt0109444,OJppneKq2Tk,"['Action', 'Crime', 'Drama', 'Thriller']",Clear and Present Danger (1994),159.3
tt0109446,EZY7_dCQRgk,"['Crime', 'Drama', 'Mystery']",The Client (1994),115.7
tt0109456,D9P7si2oqG4,"['Mystery', 'Romance', 'Thriller']",Color of Night (1994),124.9
tt0109478,0QpwuYxWG4Q,['Thriller'],The Cool Surface (1993),78.1
tt0109484,SvbCmpo-luk,"['Comedy', 'Drama', 'Romance']","Corrina, Corrina (1994)",120.1
tt0109494,3nNdRYNmVHo,['Action'],Crackerjack (1994),81.6
tt0109504,KnYl1TfWD-U,"['Comedy', 'Drama']",Crooklyn (1994),83.2
tt0109506,N5uPZ7ocsqA,"['Action', 'Drama', 'Fantasy']",The Crow (1994),85.3
tt0109514,w9xvMlOL8Eo,['Drama'],Curse of the Starving Class (1994),131.5
tt0109517,3L9xy3CTLQk,"['Action', 'Sci-Fi']",Cyborg Cop (1993),80.6
tt0109518,RuMF7QOF81I,"['Action', 'Sci-Fi']",Cyborg Cop II (1994),97.3
tt0109520,OI9PFPLwEcE,"['Comedy', 'Drama', 'Family', 'Sport']",D2: The Mighty Ducks (1994),85.8
tt0109529,2b_d6DrEReo,"['Comedy', 'Drama']",Dance Me Outside (1994),89.3
tt0109531,L0mU2NLkUZ8,"['Drama', 'Romance', 'Thriller']",Dangerous Heart (TV Movie 1994),68.4
tt0109532,b3nMVeOVc4U,"['Drama', 'Thriller']",Dangerous Indiscretion (1995),86.8
tt0109534,2JIFu9mw0Iw,['Thriller'],Dangerous Touch (1994),159.8
tt0109550,ldB7793MSsE,"['Horror', 'Mystery']",Dark Waters (1993),89.8
tt0109552,XfCwDlaZOso,"['Action', 'Crime', 'Horror', 'Sci-Fi', 'Thriller']",Darkman II: The Return of Durant (Video 1995),96.4
tt0109566,4bs3f9WqGBQ,['Drama'],Dead Funny (1994),99.2
tt0109575,mUVGxfyEPV8,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",Death Machine (1994),73.4
tt0109578,KvlH2mLf6l4,"['Action', 'Crime', 'Drama', 'Thriller']",Death Wish V: The Face of Death (1994),103.8
tt0109579,Cnnz214wwkI,"['Drama', 'Mystery', 'Thriller']",Death and the Maiden (1994),138.7
tt0109589,p3QTy1DPkWM,"['Sci-Fi', 'Thriller']",Deep Red (TV Movie 1994),67.8
tt0109592,XbQaRP0m2HE,"['Comedy', 'Horror']",Cemetery Man (1994),145.1
tt0109593,Gg9c-WnK6sM,['Drama'],Delta of Venus (1995),83.8
tt0109595,S9srJK2kOVA,['Horror'],Demon Keeper (1994),89.4
tt0109635,5V-OgQ205sQ,"['Drama', 'Thriller']",Disclosure (1994),36.8
tt0109665,gxpgBhVzT5s,"['Drama', 'Mystery', 'Thriller']",Dream Lover (1993),126.9
tt0109666,Ak5B57h4GcU,"['Comedy', 'Fantasy']",Dream a Little Dream 2 (Video 1995),119.9
tt0109671,x881maNVjew,['Drama'],Drei Tage im April (TV Movie 1995),84.0
